label,text
2,"It ' interesting s mildly to ponder the American peculiar style of justice that plays out here, but it ' so s muddled derivative and few that bother will thinking it all. through"
2,Not but frenetic funny. really
4,Movie the ' s thesis - - technology elegant the masses for - - refreshing is surprisingly.
5,Has movie the eye an of avalanche popping - visual effects.
3,"Bland the nifty outweighs the, and Cletis Tout the never becomes crime clever it comedy thinks is it."
4,"( exploits headbanger in) good stereotypes fun while, bit adding a heart of and unsettling subject matter."
3,"Story the, touching though it is does, have not quite enough emotional resonance or of variety incident to sustain a feature, and even at 85 it minutes a feels long bit."
2,Did we really need of a ` remake Charade `? ' '
3,I how My Killed is Father one of house those films art that you makes feel like ' you re watching an iceberg melt - - it only never. melts
4,` `. Mr Deeds ' ' is suitable entertainment summer that escapism without offers requiring great a deal thought of.
2,Time Favor of could have given audiences the of day time by concentrating on elements the of a alienation revealing among a culture of people who sadly are hostile at odds with one through another recklessness retaliation and.
4,It also shows how emotions deeply felt can together draw people across walls the that might separate otherwise them.
2,"The if Last Man were the last movie left on earth, there be would a toss - between presiding up the over end as of cinema we know it another and night of delightful hand shadows."
4,Through cut the of layers soap - emotion opera and you a find scathing portrayal of entity a powerful the strangling life out of the people who to want believe in it the most.
4,", oh entertaining more and too,."
4,"Confessions may not be a straightforward bio, offer nor does it much in the way of ' Barris motivations, but the film an is oddly fascinating depiction of an architect pop of culture."
4,- has its moments and - many as subplots almost.
3,"The in somewhere middle, the compels film as, Demme experiments he harvests few a movie moment, gems the of but field roughage dominates."
2,"Blue Crush all has the trappings of an energetic extreme, sports - adventure, but ends up more a of creaky ` Pretty ` Woman ' ' retread, with the emphasis on - empowering schmaltz self and big wave - surfing that pic gives its title an afterthought."
5,Your delight senses this wedding and crash!
2,"A sense and in, ' that s liability a."
4,' cho s comic latest is set n ' as t or sharp fresh as as I ' m the That One I Want. .. but ' it s still stuff damn funny.
4,Mr. and Spielberg his company just to you want yourselves enjoy conned without. feeling
5,This is outstanding one of thrillers the years of recent.
5,"The brothers Bai have an taken small slice history of and it opened up for all of to us understand, they and ' ve a told nice little in story the process."
1,Looks more a travel like agency - video targeted at who people like to ride bikes topless roll and the in mud than a worthwhile glimpse independent of - guiding community lights.
2,"Broad melodramatic a, opera that estrogen ' pretty s in toxic its own. right"
3,"Until (the) superfluous. . epilogue. leaks that of suspension disbelief like sieve a, Die Another is Day as heart stimulating & - - rate raising as James any Bond. thriller"
4,A beautiful paean to time a past long.
5,"It ' s traditional moviemaking all way the, but ' it s done a with lot of careful attention period as as well some very wit welcome."
5,G maggie. an amazing makes breakthrough first her in role starring and eats the up screen.
3,It ' s bad too that rest is the t n ' compelling more.
5,.. . crime a delicious on drama with the par slickest of. Mamet
1,"The because level of intelligence characters the be must, low very low, very very, low for the to masquerade work, movie the contains no wit, only labored gags."
5,Moving a and stark reminder that the of casualties reach war much further we than imagine.
4,Insider terrific a look at star making the - machinery tinseltown. of
4,' it. s funny
1,"Stupid a profoundly affair, populating its meanspirited hackneyed and with storyline cardboard characters performers and who above value cash credibility."
1,And kirshner seem Monroe to be a in contest who to can see out bad - - act the. other
2,The basic is intriguing premise but quickly and becomes distasteful creepy. downright
1,"A, vile mess incoherent. .. scummy a ripoff David Cronenberg of brilliant ' s `. Videodrome '"
2,"Bounces schnieder with limp around, wrists wearing tight tops tummy and hip huggers, twirling his hair on finger his and that assuming ' s to enough sustain laughs. .."
4,The sentimental otherwise mar cliches excellent an. film
4,"The subject although matter still may be too close to recent events national, the film works - mostly due its to superior cast characters of."
3,Or both.
1,".. . grows decidedly with flimsier out its many - sized out, of character and logically porous set action. pieces"
2,Go to back. sleep
4,It s the ' story sweet that Cinderella ` Pretty ` ' Woman wanted to '. be
4,Rubbo ' humorously intervention tendentious s into who the - - Shakespeare wrote. controversy
1,"Editing poor, , bad bluescreen ultra and - highlight dialogue the cheesy radical action."
4,"UB spoofs equally celebrates and more the outre aspects of ` culture black and ' dorkier aspects the of ` white culture, ' even it points as how out inseparable the two are."
2,Kapur weighs the down tale. with bogus profundities
3,Exactly what ' d you expect from a guy. named Kaos
2,Film the is ultimately inspiring about a as as Hallmark. card
3,"Though Frodo ' s quest remains, unfulfilled hardy of a group has determined New Zealanders proved its mettle creative."
2,A dry satire brutally of Middle American numbness.
5,"She ' s as profane rude as and ever, always hilarious, and of most time the absolutely, right in social stinging her observations."
1,It ' in s interested too jerking in off all Byzantine its incarnations to bother pleasuring its audience.
2,"Disappointment a for those who versions love alternate of the, Bard ones particularly involve that fryers deep and. hamburgers"
4,"Amidst the action, the carries script (Arnold and the viewers) the into forbidden zone of sympathizing motivations with terrorist by presenting ` the ` other of side story the. ' '"
5,"Gangster no. solid is 1, satisfying fare for adults."
3,"As skillful is Mr he, Shyamalan is. undone by. his pretensions"
4,` up Stock on bullets silver for director Neil intense Marshall ' s train freight of a film. '
5,It is in inspirational how characterizing people such from cultures diverse share same the human spiritual and needs.
4,A reasonably sequel entertaining to 1994 ' s family hit that surprise strain. may adult credibility
2,"Should it be, interesting be it should, it poignant turns to out be. affected and boring"
4,"Charles ' entertaining chronicles film Seinfeld ' s return to stand - up after comedy the of wrap his sitcom legendary, alongside comic Adams wannabe ' attempts to get his at the shot big time."
4,"Intelligent mostly a engrossing, psychologically and suspenser resonant."
1,.. . pays heroes to tribute way the Julia Roberts hands out awards - with - humility barely phony grotesque camouflaging narcissism.
4,Continues exploration her cho the of of outer raunch with limits considerable. brio
5,"Gay or, straight Stein Kissing is one Jessica of the greatest date movies years in."
1,It s ' a the shame that storyline its and underlying. themes. finally. impersonal seem so even or. shallow
1,Their parents would well do cram to earplugs in their ears and put pillowcases over for heads their 87. minutes
2,"Whole the thing ' fairly s, lame making it the par for for Disney course. sequels"
3,"Boldly a between engineering collision tawdry - B movie flamboyance and grandiose spiritual anomie, Rose ' film s, true to its source material provides, a tenacious demonstration death as of great the. equalizer"
5,"Lauren alive Ambrose comes the under attention from two strangers town in - with performances honest and realistic between interaction the characters, this is coming a of - - age a story with twist."
3,"It wraps up a mother / classic daughter struggle recycled in with paper a new shiny and bow while audience the tell can it ' not s all, new at least it looks pretty."
4,"The picture runs a 84 mere, minutes it but s ' no glance."
5,"Not kind the of film that appeal will to American a mainstream audience, but there a is certain about charm the film that a makes it suitable entry into the circuit. fest"
2,"Just you when think are making you it sense of something, that tells happens you is no there sense."
2,Only apply masochistic moviegoers need.
5,"Transcends agenda to its awe deliver - inspiring at, sublime times visuals, offer and a fascinating glimpse into the subculture of extreme athletes whose derring - puts do the X into the games."
3,"The boys ' sparring the, succession like blows of on Guei dumped, wears the story down s ' more cerebral, likable and, plot elements."
5,"His in as film debut a director, Denzel delivers Washington lean a engaging and. work"
1,The project ' s filmmakers to forgot include anything even halfway scary as they poorly rejigger Fatal Attraction a into school setting high.
2,", offers fat big, laughs that may make dumb you yourself hate giving for. in"
2,Adding romanek keeps - flourishes - sequences fantasy artsy - simply - feel wrong that.
3,"Amalgam an of The Fugitive, Blade Runner, Total and, Recall only without energy tension much or."
2,Its deserving more critical of backlash and.
5,"Reminder a beyond that the all hype recent and digital glitz, Spielberg to how knows us about tell. people"
5,S it ' worth the taking kids to.
5,One the of looking best and stylish animated quite movies in a while. ..
1,This 90 - could minute dud Tyson pass Mike for s '! E
4,Savvy director J Robert. Siegel his co and - keep writers story the subtle and us suspense in.
4,A from Belgium charmer.
4,"It ' s a smart, funny look an at area of arcane popular culture, if and it is n ' entirely t persuasive, it does give exposure to talented some performers."
5,"The unique tug - of - war viewer with is expectations not undeniable, if pleasure a in its own right."
2,As could easily been called have ` Under Siege 3: Alcatraz ' In. .. a corpse cinematic that life never springs. to
5,Does he so this well n you do ' have t the difficulty him slightest accepting the in. role
4,"With an saddled unwieldy cast of characters angles, and but the payoff is powerful. and revelatory"
3,"House try Hell, documents which cautionary the spook Christian a - rama of - same name the."
4,"Frailty into fits although a genre classic, in script its and execution is it remarkably a original work."
5,"Fathers and sons and, the uneasy bonds between them, rarely have received such a sophisticated and unsentimental on treatment the screen big as do they in this. marvelous film"
3,"Appeared when Seagal in an orange jumpsuit prison, wanted I stand to in up the theater and shout, Hey `, - Kool Aid! '"
5,A return to Disney magic pure and is enjoyable family fare.
4,S it sharp ' about a movie dull subjects. otherwise
4,Thing one you have to give them for credit: The of message the is movie consistent the with messages in espoused company the ' s previous work video.
2,. gaghan. has thrown. suspenseful every the in cliché book at this story nonsensical.
3,True story Hollywood.
2,"An overstylized, puréed mélange sex, psychology of drugs, and philosophy."
2,( Stevens is) so to make stoked an important film about human infidelity and that happenstance he tosses kitchen a onto sink a already story overladen with plot conceits.
1,"Time literally stops on a dime in tries the - so - - hard to be - cool - ` ` Clockstoppers, ' ' but that n does t ' mean wo still it n ' t feel like the 90 longest minutes of your movie - going life."
2,The big finish is bit a like getting all excited about a eclair chocolate then and it biting into and the filling missing finding.
3,"Is now barely stretched to feature length with, a little more paid attention animation to the."
3,' 20 it s been years since Hrs. 48
3,"Cast the has a high time, de but Broca has enthusiasm for little pulp such antique."
3,Reel sitting through last the spoiler (! alert )
5,So is irwin that earnest it ' s hard to his pleas resist to spare wildlife their and respect environs.
2,"They what ' is re doing matter a of plumbing arrangements mind and games of, no erotic charge or sensuous."
3,51 formula dulled has senses your faster and than deeper drug recreational any the on market.
1,"Co - / director writer Jonathan Parker ' s attempts fashion to a Brazil like -, - hyper satire real fall dreadfully short."
2,"To payami raise tries some serious issues about ' Iran electoral s but process, the result is a film that s ' about as as subtle a party political. broadcast"
3,It ' s a feature length - adaptation one of of those ` Can ` Marriage This Be Saved? ' '
4,These boxes she ' s right women souls open us for.
2,"From nemesis suffers paunchy midsection a, action several plodding sequences and a undramatic wickedly central. theme"
3,", that sometimes ' enough. s"
5,"Of one rare films those that seems as though it was written for one no, but somehow to manages almost convince it everyone that was put on the screen just, them for."
3,"N does impostor ' do t with much its, template remarkably despite a strong cast."
2,. um. is n. ' t that basis the the plot for? entire
2,"The Guy in, even New gets the bull recycled."
4,"Beneath not far surface the, reconfigured this tale asks disturbing questions those about things we expect military from epics."
2,"Vague authentically an but ultimately, , purposeless study pandemonium in total."
4,"Even it if pushes its agenda too forcefully, this remains a film about something that, and one achieves attempts often level of a connection concern and."
2,A visually but flashy narratively opaque and exercise emotionally in vapid and mystification style.
4,A deserves place of honor Nanook next to as landmark a in film history.
5,"It ' s something of ultimate the Scorsese film, all with the stomach - violence turning, New colorful York gang lore other and hallmarks of his personal cinema painted on their - largest historical canvas ever."
2,In another - your - wallow face in lower the depths made by have people who sung never those blues.
4,"Cannon ' confidence s and laid - back good are spirits, routines with the drumming, the among ' film s saving. graces"
1,"Tykwer ' surface flash s n is ' just t a poor fit Kieslowski with ' s pessimism lyrical; completely it contradicts everything Kieslowski ' work s aspired to, condition including the of art."
2,Ransacks again disney a its archives - for quick sequel. buck
5,"Nutty goofy, funny, consistently."
2,". donovan. squanders his. main asset Jackie, , Chan fumbles vital and the sequences. action"
3,"The if idea the of white man on arriving foreign shores show to wary natives the true light is abhorrent to you, simplistic the will Heaven quite likely be more like hell."
2,"Give Shapiro, , Goldman and credit Bolado for good, intentions there but ' s nothing that here they could ' n t done half have in hour an."
4,Enjoyed as best a work inspired of fiction real - by life events.
4,"It looks, closely insightfully at, relationships fragile complex."
2,Eerily accurate depiction depression of.
3,costume in period and bigger with a budget.
2,' I disappointed m slightly left it that did ' n. t
4,"The to ' film credit s, the acting is unselfconscious and fresh, Munch and a is marvel reality of versus sappy. sentiment"
1,".. ., pitiful. slapdash disaster"
2,Movie is the impressed too with solemn its own insights work to much entertainment up value.
2,"How no matter he much runs and around acts like a doofus, a accepting - 50 year - old in role the is creepy in a Jackson sort Michael way of."
5,I from walked this away new version of E T. just. as hoped I I would - - moist eyes with.
5,"With an admirably first dark by script Brent Hanley, Paxton, directorial his making feature debut, strong, does work measured."
3,"Was the film n ' preachy t, but feminism it the by was book."
1,"Misery these the becomes of people just another spectacle voyeuristic to, be forgotten and consumed."
2,And so exaggerated broad that it comes off annoying as rather than. charming
3,"Is the that problem rather than premise dramatizing this, . Mr is Desplechin content state. to it"
1,' I m not which sure will take to longer heal the: welt on Knoxville Johnny ' s from stomach a riot - control or projectile my own psyche tortured.
5,"This has chicago hugely imaginative and successful casting to its, great credit well as as one terrific and score attitude to spare."
2,Once does it not come exciting close being to.
2,"Bailly ' pascale rom s - provides com s Amélie ' Audrey with Tautou another destin fabuleux - i -. e. , a banal quest spiritual."
4,A paced fast and suspenseful thriller Argentinian the about shadow side of. play
3,Improbabilities many too and rose colored - temper situations what ' could been impacting ve film an.
1,Not at clear all it what trying ' s to even say and if it were - I - would doubt it be all that. interesting
2,A little more intensity and a little charm less would have this film a saved hurt world of.
5,", an sensitive honest story from a Vietnamese point view of."
2,"( Toback s ') fondness for fancy split - screen, and stuttering references editing to pompous and Wittgenstein. Kirkegaard. . with blends uneasily the titillating material."
2,"The world like his of film Hartley, created a monster but did n know ' t to handle how it."
2,"Sluggishly by directed veteran episodic TV Joe Zwick it, s ' sitcom a snap without the - crackle."
4,"The in Maid affable in Manhattan, Jennifer Lopez ' s most and aggressive most sincere to attempt take by movies storm the, diva surrounds shrewdly herself with company a of strictly A - list players."
4,Stephen earnhart ' homespun s documentary Skinner Mule Blues nothing has but love for its posse trailer denizens of park.
3,"Is it an epic American indelible story two about families, black one one and white, facing change both in their and inner outer lives."
5,".. . eerily suspenseful an absorbing, deeply piece that works a as treatise as on spirituality well a as solid sci thriller - fi."
5,Skillful and astonishingly. moving. . could it become historically a significant work well as as masterfully a made one.
5,Canadian Gary filmmaker ' Burns and inventive humorous take mordantly on the soullessness of in the work. city
2,Eight freaks Legged?
2,"Teacher the, like Piano its character title is repellantly, out of. control"
4,A beguiling evocation quality of the that keeps Dickens evergreen: exuberant which the openness with he expresses our most basic emotions.
1,"By even the low intentionally of standards frat boy - humor, is Boys Sorority bowser a."
2,"Once (Kim) begins to overplay shock the tactics and - bait and - tackle, metaphors you may decide ' it too s a high price pay to for a shimmering postcard picture."
4,' it s both a work political a necessary and fascinating documentary. ..
5,", lux now in her eighties, does a great combination as act narrator, Jewish grandmother and subject - - us taking a film through is that part biography, and part entertainment part history."
4,Pray done has his subject really. justice
4,"Penetrating a potent, of exploration, self sanctimony - awareness self, - hatred self and determination -."
5,"Intelligence deep and a warm, enveloping out affection breathe frame every of."
1,Shankman. .. screenwriter and Karen Janszen bungle through way their the narrative as if it a series were of parables Bible not and an story. actual
2,"Point at some, all this visual trickery being clever stops devolves and into flashy, silly vaguely overkill."
1,"( Less movie a) appalling than an, odoriferous thing. .. rotten so in almost every facet single production that of you ' ll want crawl up to your own * * * in embarrassment."
3,That holds true and for the both title movie and the played character by Fraser. Brendan
4,Bittersweet drama a about the limbo grief of how and truth - telling can the open to door liberation.
3,The degree to that ivans xtc.
2,"As catharsis plays hollow with, lots of tears very little but in the insights way of."
3,"Wallace directs such with patronising, reverence it the turns. stomach"
3,Gay latently and liking being to are read enough. hardly
5,Mike populates Leigh movie his a with wonderful ensemble cast of that characters bring routine day the to struggles day of the class working to life
5,"Movie the n ' is just t hilarious: It ' witty s and inventive, too, and in, hindsight is it ' n t even all that dumb."
5,Must a - fans see for thoughtful of films war those in and interested sights the and of sounds battle.
5,"More than residences unique their, Home Movie is about the live people who in them, who carved have their own comfortable the niche in world have and kind been enough to share it."
1,Attal pushes too make hard a to comedy this or drama serious.
2,"Not a Yang strike against ' s themed similarly Yi but Yi, What I found? Time"
1,"Nair just n does ' t have necessary the self control - to guide loose a structured, poorly through film the pitfalls of incoherence and. redundancy"
3,Earnest heavy but -. handed
4,The best the film year of 2002.
4,"Is it strange but delightfully, . so"
4,Psychologically revealing.
5,"A sensitive cultivated, treatment Greene of ' s work as well as remarkably faithful a one."
3,"Ultimately, Jane learns as her place a girl softens, and up loses some the of intensity that her made an character to interesting begin with."
2,"In theory, a - middle aged romance pairing and Clayburgh Tambor promising sounds, but in practice it something ' s else altogether - clownish offensive - and and nothing all at like life real."
2,"Director Yu seems more far interested in gross - out humor than in us showing - well thought stunts a car or chase we that have n ' t seen 10 000, . times"
1,", it instead ll you ' only put. to sleep"
4,The while allusions frequent to gurus and will strike doshas some Westerners as on verging mumbo -. jumbo. . streaks of broad common emerge sense unimpeachable with clarity.
4,".. . ride certainly entertaining an many, despite, talky. slow scenes"
3,"Have I no way of knowing exactly how much exaggeration is, I but ' got ve a creepy that feeling film the is closer the than to mark want I to believe."
3,"There ' s a bit of thematic on meat the bones of Queen of the Damned, its as origins in Anne an Rice novel dictate, but generally, it ' movie s a that emphasizes style over and character substance."
1,"She when speaks, creepy her Egyptian demigod is as voice processed computer and as overproduced was it her in music."
1,From a suffers lack clarity of audacity that and a monstrous subject as pathetic and Dahmer demands as.
4,"Uses katz archival footage, horrifying lynchings of documents, photographs still old and charming reel - to - reel recordings of Meeropol entertaining his children to create his song, history but most of powerful all the is song itself"
3,It s ' for lazy a movie to solving avoid one problem by trying distract to with us the to solution another.
4,"Enlivens what this film, the beyond astute of direction Cardoso beautifully and detailed performances by all the of actors, is a of note over social defiance dictates."
4,"' majidi love s poetic story is ravishing a consciousness -, raiser if bit a draggy at times."
4,Coral Adventure Reef a is heavyweight fights film that a fight good on behalf the of world ' endangered reefs s - - it and lets pictures the do the punching.
3,Another yet self - consciously overwritten story about a - rag tag of bunch would - be characters that team a up for ca ' n - t miss heist - - only to it have all go wrong.
5,Of greatest films one I the ve seen ' ever.
2,"You unless ' a fanatic re, best the: advice is Scooby ` ' ' do n. t"
5,() Broomfield a uncovers powerful to story enough the leave screen with sizzling. intrigue
5,"For its remarkable excellent storytelling its, economical, characterisations compressed and for profound its humanity, ' it s adventure an and story history all lesson one in."
1,Ways new of describing badness need invented to be describe exactly to it how bad. is
2,The most repugnant of adaptation a classic text since Roland Joffé Demi Moore and ' Scarlet s The. Letter
4,.. . a introspective quietly of portrait the - self employment esteem of and the of shame job losing a. ..
3,"The wonderful combination of the sweetness and the extraordinary technical of first accomplishments the are film, maintained but its overall impact a falls little flat with a storyline that never delivers quite the original. magic"
2,"' it a s strange film, that one hard was for to warm me up to."
1,"Irwins unscathed emerge the, the but fictional is footage and unconvincing badly criminally acted."
5,It ' who s Quaid the anchors film with effortless his and that performance grin trademark his of - so - perfect a for ballplayer.
3,. eh
3,"With wit empathy and to spare, the waydowntown acknowledges screams silent of workaday inertia stops but short of indulging its characters ' striving. solipsism"
1,"Dull hypnotically, relentlessly downbeat, laughably wail pitched predictable to the cadence of depressed fifteen a - year - old s ' suicidal poetry."
1,"Boll uses of a lot cutting quick and step blurry - to printing goose things up but, dialogue dopey and inadequate sometimes performances effect kill the."
3,"Jones breathe helps life some insubstantial the into but plot, even he is overwhelmed predictability by."
2,"It ' s also built faulty a on premise, it follows one melodrama into. and silliness"
5,"Does what a documentary fine does best: extends It a warm invitation into an unfamiliar world, then it and illuminates fully the allows larger implications the of journey to in sink unobtrusively."
2,"For all brilliant its touches, loses Dragon fire its midway, nearly flickering out perfunctory by conclusion its."
2,"The beautiful images and solemn words can not disguise the complacency slack of (Godard ' s) vision, any than more the gorgeous piano and the strings soundtrack on can drown out the tinny self righteousness - of his voice."
2,The corpse count overrides ultimately little we what learn way along about the vicarious redemption.
4,"Gem a small a of movie that defies classification is and as thought - as provoking funny it is, and scary sad."
1,"The only way to insipid tolerate this, brutally clueless might film with be a dose large painkillers of."
1,It and s ' harder still to believe anyone that right in his would mind want see to it the.
4,cruelly a funny twist on teen packed inventive comedy with tricks cinematic and an ironically soundtrack killer
2,"While some will to object idea the of a Vietnam with picture such a rah - rah, patriotic tone, ultimately Soldiers achieves its main strategic objective: dramatizing the human cost of conflict the that came to define a. generation"
3,"Yu lan is a certainly serviceable, but melodrama it n does ' t try even the for greatness that Together Happy shoots and for (misses )."
5,"Howard arliss ' ambitious s moving, , and adventurous directorial debut, Big Love Bad meets, so many of it challenges the poses for that one itself can forgive the film its flaws."
3,Compared with especially television the series that the inspired movie.
5,"Who those would follow on Haneke his explorations creepy. .. rewarded are brutal by committed, from performances Huppert and. Magimel"
2,As about satisfying predictable and the as at fare drive your. local through
1,".. . feels if as (there ' s a) choke leash around neck your director so Nick Cassavetes can give it good a hard, yank whenever he you wants to something feel."
2,Gets old. it quickly
5,"Film the is a hoot, and is just as good, if not better much than what of s ' Saturday on morning TV the especially pseudo - educational stuff we all ca n ' t stand."
4,The is movie funny pretty and now without then in any way its demeaning. subjects
2,"Is most it things of the Costner movies are known for it; ' s sanctimonious, self righteous - and so eager to our earn that you love to want slap it."
3,"Movie the certainly has share its clever of moments and biting, dialogue but there ' just s much not lurking below its abstract surface."
5,It ` perfection consider. '
4,Coppola made has film intoxicating a of atmosphere and. little else
4,"It wo n ' t over up hold the haul long, in the but moment Finch, ' tale s provides the forgettable pleasures a of matinee Saturday."
2,The only of fun part movie playing the is obvious the game.
4,"Has it a dashing and resourceful; hero a lisping, reptilian villain; big fights; hair big; period lavish; scenery and story a just complicated let enough you to bask in your own cleverness as you it figure out."
2,Film that because a suffers its many excesses of.
2,"Yet what another iteration of ' s become one of movies the ' creepiest conventions, in which the developmentally disabled portrayed are with almost supernatural to powers humble, and teach ultimately redeem mentally their ` ` ' superior ', friends family. .."
3,"A with lot not of help the from screenplay (proficient but, cursory singularly ), (Testud) acts with feral the intensity of the young Davis Bette."
2,"Than real rather, figures Elling and Kjell Bjarne become symbolic characters actions whose are to supposed something relate about the naïf ' s with encounter world the."
1,"For the, future one. hopes Plympton Mr will find room one for member more of little his, band professional screenwriter a."
2,".. for. social all its and political potential, State Property ' does n end t up inspiring being insightful very or."
1,"In the there end is, ' n it t to much."
5,"A fun family that movie ' s suitable for all - ages - movie a make that will you laugh and, cry realize, ` It ' s never too late to in believe your dreams. '"
2,Its into initial excitement a settles warmed pastiche over.
3,"Entire movie has the feeling a truncated but what, ' s available lovely is and lovable."
4,"Fluid the motion on is any astounding of number - levels - the including demands physical made on Büttner - - and it implies in its wake intractable the, irreversible flow history of."
2,"A kilted is Jackson an unsettling sight, and of indicative his, if will you, out - of - character kilter, aimlessly who rambles ill through - pieces conceived. action"
